"Date","Anger","Anticipation","Disgust","Fear","Joy","Sadness","Surprise","Trust","Negative","Positive","y"
"2015-12-11",9,8,6,13,6,9,3,18,22,25,0
"2015-12-14",11,7,4,18,4,13,7,11,20,16,1
"2015-12-15",11,14,5,15,5,11,4,17,29,22,1
"2015-12-16",14,14,8,17,6,14,5,20,26,26,1
"2015-12-17",11,8,9,15,3,8,3,8,20,8,0
"2015-12-18",6,13,3,8,8,6,3,11,17,14,0
"2015-12-21",7,13,4,15,9,13,5,15,23,21,1
"2015-12-22",9,7,5,18,1,10,3,10,21,11,1
"2015-12-23",17,9,6,22,4,14,1,15,29,21,1
"2015-12-24",15,16,8,21,7,11,7,18,24,24,0
"2015-12-28",12,8,9,11,7,5,5,17,25,25,0
"2015-12-29",9,6,5,14,5,5,3,8,19,12,1
"2015-12-30",15,10,9,20,6,13,3,12,26,13,0
"2015-12-31",9,10,4,11,3,7,5,9,19,15,0
"2016-01-04",14,6,4,16,4,10,6,9,25,16,0
"2016-01-05",16,15,10,26,6,21,5,26,35,29,1
"2016-01-06",14,5,5,19,2,14,7,9,26,17,0
"2016-01-07",14,10,9,28,6,11,6,14,31,24,0
"2016-01-08",10,15,9,17,3,10,8,15,23,23,0
"2016-01-11",9,11,0,13,9,6,4,14,14,19,1
"2016-01-12",7,5,1,15,4,10,3,11,17,13,1
"2016-01-13",12,10,5,18,9,12,6,19,20,22,0
"2016-01-14",12,13,4,24,6,9,9,15,27,24,1
"2016-01-15",10,4,5,12,4,9,5,6,17,14,0
"2016-01-19",13,12,9,16,9,12,7,19,20,30,1
"2016-01-20",5,12,3,11,6,9,4,11,16,22,0
"2016-01-21",9,9,6,15,8,10,6,18,20,20,1
"2016-01-22",16,13,5,20,5,13,10,15,32,17,1
"2016-01-25",15,8,5,22,3,10,5,16,30,13,0
"2016-01-26",13,13,8,20,8,14,5,16,23,21,1
"2016-01-27",14,7,11,17,2,10,5,8,26,14,0
"2016-01-28",10,8,6,17,7,11,7,10,21,23,1
"2016-01-29",15,9,5,17,7,14,0,14,27,21,1
"2016-02-01",9,6,5,15,5,9,5,17,17,25,0
"2016-02-02",10,11,2,16,6,6,7,14,20,21,0
"2016-02-03",14,8,6,11,6,11,5,16,23,22,1
"2016-02-04",12,6,9,20,6,12,3,19,26,26,1
"2016-02-05",9,20,8,18,10,11,5,19,23,21,0
"2016-02-08",10,8,1,12,4,4,3,8,17,13,0
"2016-02-09",9,12,8,16,7,14,5,17,26,22,0
"2016-02-10",12,8,3,15,4,11,1,9,19,17,0
"2016-02-11",7,10,4,13,4,10,2,16,18,21,0
"2016-02-12",7,11,1,13,4,5,3,15,16,17,1
"2016-02-16",12,16,4,17,10,12,9,16,23,24,1
"2016-02-17",12,11,9,20,10,10,9,15,26,17,1
"2016-02-18",8,12,8,17,9,9,7,14,26,22,0
"2016-02-19",11,6,4,13,6,11,7,10,20,15,0
"2016-02-22",10,13,6,18,7,8,5,10,20,18,1
"2016-02-23",10,11,6,16,9,13,6,12,22,23,0
"2016-02-24",16,12,7,21,6,9,6,10,26,28,1
"2016-02-25",14,8,5,18,5,18,6,12,27,18,1
"2016-02-26",10,8,7,17,4,11,4,12,27,16,0
"2016-02-29",14,13,10,26,5,17,9,15,36,21,0
"2016-03-01",18,15,6,23,10,11,5,17,24,17,1
"2016-03-02",11,8,6,9,5,9,5,11,20,17,1
"2016-03-03",13,10,5,19,8,11,6,14,24,17,1
"2016-03-04",12,13,6,19,7,11,5,11,25,21,1
"2016-03-07",8,9,1,11,4,7,5,10,24,18,1
"2016-03-08",6,12,3,15,7,3,5,17,17,23,0
"2016-03-09",9,9,4,10,6,8,1,14,18,16,1
"2016-03-10",17,8,9,21,4,18,6,12,34,16,0
"2016-03-11",7,6,5,14,5,8,9,12,17,23,1
"2016-03-14",10,6,7,17,8,9,7,16,20,21,1
"2016-03-15",15,13,7,20,4,10,8,14,21,21,1
"2016-03-16",5,8,2,10,10,8,5,20,16,20,1
"2016-03-17",9,7,4,10,6,8,4,15,16,15,1
"2016-03-18",18,13,10,27,7,17,7,19,35,27,1
"2016-03-21",17,7,5,15,5,13,2,7,25,20,1
"2016-03-22",14,5,6,19,4,11,5,12,29,14,0
"2016-03-23",12,10,8,24,3,15,9,10,22,12,0
"2016-03-24",14,7,5,20,5,12,8,10,22,19,1
"2016-03-28",15,11,3,18,4,11,7,24,24,28,1
"2016-03-29",10,14,5,9,5,8,2,21,18,19,1
"2016-03-30",16,13,10,26,8,15,10,14,30,26,1
"2016-03-31",16,18,5,25,10,8,6,21,28,23,0
"2016-04-01",16,7,6,17,2,12,3,16,25,22,1
"2016-04-04",8,9,5,9,4,9,4,19,19,29,0
"2016-04-05",7,10,3,9,5,8,6,18,19,14,0
"2016-04-06",7,5,4,11,3,8,2,12,16,12,1
"2016-04-07",11,11,4,12,11,8,4,20,18,19,0
"2016-04-08",10,9,4,22,4,10,4,15,29,17,1
"2016-04-11",12,6,3,19,4,11,3,18,25,21,0
"2016-04-12",8,14,6,13,9,7,3,16,20,22,1
"2016-04-13",9,11,5,18,8,9,7,17,24,24,1
"2016-04-14",9,8,3,15,7,4,3,12,23,19,1
"2016-04-15",13,8,5,15,8,9,3,19,22,19,0
"2016-04-18",11,9,6,18,5,8,2,13,25,27,1
"2016-04-19",13,11,8,16,5,10,9,14,28,21,1
"2016-04-20",7,6,3,11,6,6,4,11,15,18,1
"2016-04-21",4,11,1,10,7,4,2,17,12,22,0
"2016-04-22",14,8,4,22,6,10,5,13,20,19,1
"2016-04-25",5,11,7,12,6,6,5,21,17,28,0
"2016-04-26",10,11,6,10,7,7,5,13,19,17,1
"2016-04-27",10,11,5,20,8,12,3,19,24,25,1
"2016-04-28",11,11,3,20,7,11,6,18,24,18,0
"2016-04-29",7,4,5,11,7,10,4,15,18,21,0
"2016-05-02",10,8,9,19,5,13,2,12,29,14,1
"2016-05-03",12,16,6,14,10,8,6,20,17,21,0
"2016-05-04",18,6,11,23,4,16,5,16,23,14,0
"2016-05-05",8,15,4,18,6,8,7,18,22,27,1
"2016-05-06",12,8,7,12,4,8,8,15,20,19,1
"2016-05-09",11,12,5,15,4,10,7,18,22,24,0
"2016-05-10",15,10,8,25,7,11,9,18,30,21,1
"2016-05-11",11,9,6,15,6,8,4,19,20,23,0
"2016-05-12",10,10,7,17,7,6,6,19,17,22,1
"2016-05-13",10,11,9,17,13,12,4,20,29,28,0
"2016-05-16",20,9,9,30,3,20,9,14,34,13,1
"2016-05-17",19,9,11,19,4,11,6,15,27,24,0
"2016-05-18",7,17,3,11,12,6,8,24,13,28,0
"2016-05-19",19,9,14,19,7,10,7,20,26,22,0
"2016-05-20",13,9,3,17,7,8,1,16,23,19,1
"2016-05-23",17,6,6,19,6,10,4,16,27,22,0
"2016-05-24",17,11,6,22,3,11,6,20,31,21,1
"2016-05-25",12,7,11,18,5,10,2,17,25,23,1
"2016-05-26",9,15,9,17,6,11,7,11,26,23,0
"2016-05-27",19,6,11,23,3,14,0,12,36,19,1
"2016-05-31",15,11,8,19,12,11,6,21,26,34,0
"2016-06-01",20,11,12,21,6,15,5,14,26,20,1
"2016-06-02",16,9,9,18,9,7,4,13,28,20,1
"2016-06-03",15,13,6,24,11,13,9,18,24,28,0
"2016-06-06",14,15,7,17,11,10,5,20,22,26,1
"2016-06-07",12,7,7,18,6,10,7,17,25,31,1
"2016-06-08",14,12,8,20,9,12,3,14,29,26,1
"2016-06-09",8,10,8,18,8,10,6,17,21,27,0
"2016-06-10",13,11,6,20,6,11,5,15,25,28,0
"2016-06-13",14,13,6,22,10,11,7,17,28,22,0
"2016-06-14",19,12,7,15,5,5,5,18,22,21,0
"2016-06-15",11,4,7,20,3,12,1,11,28,18,0
"2016-06-16",11,9,3,16,3,11,4,13,23,20,1
"2016-06-17",9,13,5,17,10,12,7,12,19,19,0
"2016-06-20",12,14,6,18,9,16,8,17,23,26,1
"2016-06-21",9,11,2,15,8,14,3,10,20,20,1
"2016-06-22",10,19,5,19,5,11,9,15,24,24,0
"2016-06-23",8,11,8,23,5,8,4,20,22,29,1
"2016-06-24",8,9,5,9,4,9,3,16,14,13,0
"2016-06-27",9,14,5,10,10,8,5,19,14,26,0
"2016-06-28",11,6,3,9,9,8,4,21,19,24,1
"2016-06-29",17,12,7,25,10,17,6,13,27,21,1
"2016-06-30",11,14,8,23,6,14,5,13,26,12,1
"2016-07-01",13,12,7,22,7,11,8,15,30,16,1
